T,volfracbeta
850.0,36.72869282
850.0,31.57233659
850.0,41.94313136
850.0,29.01659453
880.0,50.55523
880.0,66.39876689
880.0,32.38057336
910.0,75.55170555
910.0,65.71045224
910.0,35.48198217
910.0,43.91125358
950.0,81.08685644
950.0,71.2857364
950.0,81.50590418
950.0,69.15433063
950.0,78.43241101
